issuer,metric,period_end,value,form,fy,fp,frame
Capital One,total_revenue,2010-12-31,16171000000,10-K,2011.0,FY,CY2010
Capital One,total_revenue,2011-12-31,16279000000,10-K,2011.0,FY,
Capital One,total_revenue,2012-06-30,9990000000,10-Q,2013.0,Q2,
Capital One,total_revenue,2012-09-30,15772000000,10-Q,2013.0,Q3,
Capital One,total_revenue,2012-12-31,21396000000,10-K,2013.0,FY,
Capital One,total_revenue,2013-03-31,5551000000,10-Q,2014.0,Q1,CY2013Q1
Capital One,total_revenue,2013-06-30,11189000000,10-Q,2013.0,Q2,
Capital One,total_revenue,2013-09-30,16840000000,10-Q,2013.0,Q3,
Capital One,total_revenue,2013-12-31,22384000000,10-K,2013.0,FY,
Capital One,total_revenue,2014-03-31,5370000000,10-Q,2014.0,Q1,
Capital One,total_revenue,2014-06-30,10838000000,10-Q,2014.0,Q2,
Capital One,total_revenue,2014-09-30,16477000000,10-Q,2014.0,Q3,
Capital One,total_revenue,2014-12-31,22290000000,10-K,2014.0,FY,
Capital One,total_revenue,2015-03-31,5647000000,10-Q,2015.0,Q1,
Capital One,total_revenue,2015-06-30,11319000000,10-Q,2015.0,Q2,
Capital One,total_revenue,2015-09-30,17219000000,10-Q,2015.0,Q3,
Capital One,total_revenue,2015-12-31,23413000000,10-K,2015.0,FY,
Capital One,total_revenue,2016-03-31,6220000000,10-Q,2016.0,Q1,
Capital One,total_revenue,2016-06-30,12474000000,10-Q,2016.0,Q2,
Capital One,total_revenue,2016-09-30,18935000000,10-Q,2016.0,Q3,
Capital One,total_revenue,2016-12-31,25501000000,10-K,2016.0,Q4,
Capital One,total_revenue,2017-03-31,6535000000,10-Q,2017.0,Q1,
Capital One,total_revenue,2017-06-30,13239000000,10-Q,2017.0,Q2,
Capital One,total_revenue,2017-09-30,20224000000,10-Q,2017.0,Q3,
Capital One,total_revenue,2017-12-31,27237000000,10-K,2017.0,FY,
Capital One,total_revenue,2018-03-31,6909000000,10-Q,2018.0,Q1,
Capital One,total_revenue,2018-06-30,14101000000,10-Q,2018.0,Q2,
Capital One,total_revenue,2018-09-30,21063000000,10-Q,2018.0,Q3,
Capital One,total_revenue,2018-12-31,28076000000,10-K,2018.0,FY,
Capital One,total_revenue,2019-03-31,7083000000,10-Q,2019.0,Q1,
Capital One,total_revenue,2019-06-30,14207000000,10-Q,2019.0,Q2,
Capital One,total_revenue,2019-09-30,21166000000,10-Q,2019.0,Q3,
Capital One,total_revenue,2019-12-31,28593000000,10-K,2019.0,FY,
Capital One,total_revenue,2020-03-31,7249000000,10-Q,2020.0,Q1,
Capital One,total_revenue,2020-06-30,13805000000,10-Q,2020.0,Q2,
Capital One,total_revenue,2020-09-30,21186000000,10-Q,2020.0,Q3,
Capital One,total_revenue,2020-12-31,28523000000,10-K,2020.0,FY,
Capital One,total_revenue,2021-03-31,7113000000,10-Q,2021.0,Q1,
Capital One,total_revenue,2021-06-30,14487000000,10-Q,2021.0,Q2,
Capital One,total_revenue,2021-09-30,22317000000,10-Q,2021.0,Q3,
Capital One,total_revenue,2021-12-31,30435000000,10-K,2021.0,FY,
Capital One,total_revenue,2022-03-31,8173000000,10-Q,2022.0,Q1,
Capital One,total_revenue,2022-06-30,16405000000,10-Q,2022.0,Q2,
Capital One,total_revenue,2022-09-30,25210000000,10-Q,2022.0,Q3,
Capital One,total_revenue,2022-12-31,34250000000,10-K,2022.0,FY,
Capital One,total_revenue,2023-03-31,8903000000,10-Q,2023.0,Q1,
Capital One,total_revenue,2023-06-30,17915000000,10-Q,2023.0,Q2,
Capital One,total_revenue,2023-09-30,27281000000,10-Q,2023.0,Q3,
Capital One,total_revenue,2023-12-31,36787000000,10-K,2023.0,FY,
Capital One,total_revenue,2024-03-31,9402000000,10-Q,2024.0,Q1,
Capital One,total_revenue,2024-06-30,18908000000,10-Q,2024.0,Q2,
Capital One,total_revenue,2024-09-30,28922000000,10-Q,2024.0,Q3,
Capital One,total_revenue,2024-12-31,39112000000,10-K,2024.0,FY,
Capital One,total_revenue,2025-03-31,10000000000,10-Q,2025.0,Q1,
Capital One,total_revenue,2025-06-30,22492000000,10-Q,2025.0,Q2,
Capital One,total_revenue,2025-09-30,37851000000,10-Q,2025.0,Q3,
Capital One,total_revenue,2025-12-31,53434000000,10-K,2025.0,FY,CY2025
Capital One,total_revenue,2026-03-31,15231000000,10-Q,2026.0,Q1,CY2026Q1
Capital One,stockholders_equity,2006-12-31,25235206000,10-K,2009.0,FY,CY2006Q4I
Capital One,stockholders_equity,2007-12-31,24294112000,10-Q,2009.0,Q2,
Capital One,stockholders_equity,2007-12-31,24294112000,10-K,2009.0,FY,
Capital One,stockholders_equity,2008-06-30,24921465000,10-Q,2009.0,Q2,CY2008Q2I
Capital One,stockholders_equity,2008-09-30,25611540000,10-Q,2009.0,Q3,CY2008Q3I
Capital One,stockholders_equity,2008-12-31,26612433000,10-Q,2009.0,Q2,
Capital One,stockholders_equity,2008-12-31,26612433000,10-K,2009.0,FY,
Capital One,stockholders_equity,2009-03-31,26747976000,10-Q,2010.0,Q1,CY2009Q1I
Capital One,stockholders_equity,2009-06-30,25329576000,10-Q,2009.0,Q2,
Capital One,stockholders_equity,2009-09-30,26222152000,10-Q,2009.0,Q3,
Capital One,stockholders_equity,2009-12-31,26589410000,10-K,2009.0,FY,
Capital One,stockholders_equity,2009-12-31,26589410000,10-Q,2010.0,Q1,
Capital One,stockholders_equity,2010-03-31,24374382000,10-Q,2010.0,Q1,
Capital One,stockholders_equity,2010-06-30,25270000000,10-Q,2010.0,Q2,
Capital One,stockholders_equity,2010-09-30,26061000000,10-Q,2010.0,Q3,
Capital One,stockholders_equity,2010-12-31,26541000000,10-Q,2011.0,Q1,
Capital One,stockholders_equity,2010-12-31,26541000000,10-K,2011.0,FY,
Capital One,stockholders_equity,2011-03-31,27550000000,10-Q,2011.0,Q1,CY2011Q1I
Capital One,stockholders_equity,2011-06-30,28681000000,10-Q,2011.0,Q2,CY2011Q2I
Capital One,stockholders_equity,2011-09-30,29378000000,10-Q,2011.0,Q3,CY2011Q3I
Capital One,stockholders_equity,2011-12-31,29666000000,10-K,2011.0,FY,
Capital One,stockholders_equity,2011-12-31,29666000000,10-Q,2012.0,Q1,
Capital One,stockholders_equity,2012-03-31,36950000000,10-Q,2012.0,Q1,CY2012Q1I
Capital One,stockholders_equity,2012-06-30,37192000000,10-Q,2012.0,Q2,CY2012Q2I
Capital One,stockholders_equity,2012-09-30,39672000000,10-Q,2012.0,Q3,
Capital One,stockholders_equity,2012-09-30,39700000000,10-K,2012.0,FY,CY2012Q3I
Capital One,stockholders_equity,2012-12-31,40499000000,10-K,2012.0,FY,
Capital One,stockholders_equity,2012-12-31,40499000000,10-Q,2013.0,Q1,
Capital One,stockholders_equity,2013-03-31,41296000000,10-Q,2013.0,Q1,CY2013Q1I
Capital One,stockholders_equity,2013-06-30,41041000000,10-Q,2013.0,Q2,CY2013Q2I
Capital One,stockholders_equity,2013-09-30,41750000000,10-Q,2013.0,Q3,
Capital One,stockholders_equity,2013-09-30,41800000000,10-K,2013.0,FY,CY2013Q3I
Capital One,stockholders_equity,2013-12-31,41744000000,10-K,2013.0,FY,
Capital One,stockholders_equity,2013-12-31,41632000000,10-Q,2014.0,Q1,
Capital One,stockholders_equity,2014-03-31,42801000000,10-Q,2014.0,Q1,CY2014Q1I
Capital One,stockholders_equity,2014-06-30,43815000000,10-Q,2014.0,Q2,CY2014Q2I
Capital One,stockholders_equity,2014-09-30,44018000000,10-Q,2014.0,Q3,
Capital One,stockholders_equity,2014-09-30,44000000000,10-K,2014.0,FY,CY2014Q3I
Capital One,stockholders_equity,2014-12-31,45053000000,10-K,2014.0,FY,
Capital One,stockholders_equity,2014-12-31,45053000000,10-Q,2015.0,Q1,
Capital One,stockholders_equity,2015-03-31,45730000000,10-Q,2015.0,Q1,CY2015Q1I
Capital One,stockholders_equity,2015-06-30,46659000000,10-Q,2015.0,Q2,CY2015Q2I
Capital One,stockholders_equity,2015-09-30,47685000000,10-Q,2015.0,Q3,CY2015Q3I
Capital One,stockholders_equity,2015-12-31,47284000000,10-K,2015.0,FY,
Capital One,stockholders_equity,2015-12-31,47284000000,10-Q,2016.0,Q1,
Capital One,stockholders_equity,2016-03-31,47707000000,10-Q,2016.0,Q1,CY2016Q1I
Capital One,stockholders_equity,2016-06-30,48108000000,10-Q,2016.0,Q2,CY2016Q2I
Capital One,stockholders_equity,2016-09-30,48213000000,10-Q,2016.0,Q3,CY2016Q3I
Capital One,stockholders_equity,2016-12-31,47514000000,10-K,2016.0,Q4,
Capital One,stockholders_equity,2016-12-31,47514000000,10-Q,2017.0,Q1,
Capital One,stockholders_equity,2017-03-31,48040000000,10-Q,2017.0,Q1,CY2017Q1I
Capital One,stockholders_equity,2017-06-30,49137000000,10-Q,2017.0,Q2,CY2017Q2I
Capital One,stockholders_equity,2017-09-30,50154000000,10-Q,2017.0,Q3,CY2017Q3I
Capital One,stockholders_equity,2017-12-31,48730000000,10-K,2017.0,FY,
Capital One,stockholders_equity,2017-12-31,48730000000,10-Q,2018.0,Q1,
Capital One,stockholders_equity,2018-03-31,49203000000,10-Q,2018.0,Q1,
Capital One,stockholders_equity,2018-06-30,49926000000,10-Q,2018.0,Q2,
Capital One,stockholders_equity,2018-09-30,50638000000,10-Q,2018.0,Q3,
Capital One,stockholders_equity,2018-12-31,51668000000,10-K,2018.0,FY,
Capital One,stockholders_equity,2018-12-31,51668000000,10-Q,2019.0,Q1,
Capital One,stockholders_equity,2019-03-31,53481000000,10-Q,2019.0,Q1,
Capital One,stockholders_equity,2019-06-30,55767000000,10-Q,2019.0,Q2,
Capital One,stockholders_equity,2019-09-30,58235000000,10-Q,2019.0,Q3,
Capital One,stockholders_equity,2019-12-31,58011000000,10-K,2019.0,FY,
Capital One,stockholders_equity,2019-12-31,58011000000,10-Q,2020.0,Q1,
Capital One,stockholders_equity,2020-03-31,56830000000,10-Q,2020.0,Q1,
Capital One,stockholders_equity,2020-06-30,56045000000,10-Q,2020.0,Q2,
Capital One,stockholders_equity,2020-09-30,58424000000,10-Q,2020.0,Q3,
Capital One,stockholders_equity,2020-12-31,60204000000,10-K,2020.0,FY,
Capital One,stockholders_equity,2020-12-31,60204000000,10-Q,2021.0,Q1,
Capital One,stockholders_equity,2021-03-31,61188000000,10-Q,2021.0,Q1,
Capital One,stockholders_equity,2021-06-30,64624000000,10-Q,2021.0,Q2,
Capital One,stockholders_equity,2021-09-30,63544000000,10-Q,2021.0,Q3,
Capital One,stockholders_equity,2021-12-31,61029000000,10-K,2021.0,FY,
Capital One,stockholders_equity,2021-12-31,61029000000,10-Q,2022.0,Q1,
Capital One,stockholders_equity,2022-03-31,56345000000,10-Q,2022.0,Q1,
Capital One,stockholders_equity,2022-06-30,53410000000,10-Q,2022.0,Q2,
Capital One,stockholders_equity,2022-09-30,50861000000,10-Q,2022.0,Q3,
Capital One,stockholders_equity,2022-12-31,52582000000,10-K,2022.0,FY,
Capital One,stockholders_equity,2022-12-31,52582000000,10-Q,2023.0,Q1,
Capital One,stockholders_equity,2023-03-31,54653000000,10-Q,2023.0,Q1,
Capital One,stockholders_equity,2023-06-30,54559000000,10-Q,2023.0,Q2,
Capital One,stockholders_equity,2023-09-30,53668000000,10-Q,2023.0,Q3,
Capital One,stockholders_equity,2023-12-31,58089000000,10-K,2023.0,FY,
Capital One,stockholders_equity,2023-12-31,58089000000,10-Q,2024.0,Q1,
Capital One,stockholders_equity,2024-03-31,57801000000,10-Q,2024.0,Q1,
Capital One,stockholders_equity,2024-06-30,57981000000,10-Q,2024.0,Q2,
Capital One,stockholders_equity,2024-09-30,62925000000,10-Q,2024.0,Q3,
Capital One,stockholders_equity,2024-12-31,60784000000,10-K,2024.0,FY,
Capital One,stockholders_equity,2024-12-31,60784000000,10-Q,2025.0,Q1,
Capital One,stockholders_equity,2025-03-31,63542000000,10-Q,2025.0,Q1,
Capital One,stockholders_equity,2025-06-30,110956000000,10-Q,2025.0,Q2,
Capital One,stockholders_equity,2025-09-30,113813000000,10-Q,2025.0,Q3,CY2025Q3I
Capital One,stockholders_equity,2025-12-31,113616000000,10-K,2025.0,FY,
Capital One,stockholders_equity,2025-12-31,113616000000,10-Q,2026.0,Q1,CY2025Q4I
Capital One,stockholders_equity,2026-03-31,112261000000,10-Q,2026.0,Q1,CY2026Q1I
American Express,total_assets,2008-12-31,126074000000,10-Q,2009.0,Q3,
American Express,total_assets,2008-12-31,126074000000,10-K,2009.0,FY,CY2008Q4I
American Express,total_assets,2009-09-30,120445000000,10-Q,2009.0,Q3,CY2009Q3I
American Express,total_assets,2009-12-31,124088000000,10-K,2009.0,FY,
American Express,total_assets,2009-12-31,124088000000,10-Q,2010.0,Q1,
American Express,total_assets,2010-03-31,143314000000,10-Q,2010.0,Q1,CY2010Q1I
American Express,total_assets,2010-06-30,143763000000,10-Q,2010.0,Q2,CY2010Q2I
American Express,total_assets,2010-09-30,146056000000,10-Q,2010.0,Q3,CY2010Q3I
American Express,total_assets,2010-12-31,147042000000,10-K,2010.0,FY,
American Express,total_assets,2010-12-31,146689000000,10-Q,2011.0,Q1,
American Express,total_assets,2011-03-31,143979000000,10-Q,2011.0,Q1,CY2011Q1I
American Express,total_assets,2011-06-30,147796000000,10-Q,2011.0,Q2,CY2011Q2I
American Express,total_assets,2011-09-30,148693000000,10-Q,2011.0,Q3,CY2011Q3I
American Express,total_assets,2011-12-31,153337000000,10-K,2011.0,FY,
American Express,total_assets,2011-12-31,153337000000,10-Q,2012.0,Q1,
American Express,total_assets,2012-03-31,151784000000,10-Q,2012.0,Q1,CY2012Q1I
American Express,total_assets,2012-06-30,148128000000,10-Q,2012.0,Q2,CY2012Q2I
American Express,total_assets,2012-09-30,152873000000,10-Q,2012.0,Q3,CY2012Q3I
American Express,total_assets,2012-12-31,153140000000,10-K,2012.0,FY,
American Express,total_assets,2012-12-31,153140000000,10-Q,2013.0,Q1,
American Express,total_assets,2013-03-31,156855000000,10-Q,2013.0,Q1,CY2013Q1I
American Express,total_assets,2013-06-30,151933000000,10-Q,2013.0,Q2,CY2013Q2I
American Express,total_assets,2013-09-30,150103000000,10-Q,2013.0,Q3,CY2013Q3I
American Express,total_assets,2013-12-31,153375000000,10-K,2013.0,FY,
American Express,total_assets,2013-12-31,153375000000,10-Q,2014.0,Q1,
American Express,total_assets,2014-03-31,151497000000,10-Q,2014.0,Q1,CY2014Q1I
American Express,total_assets,2014-06-30,152384000000,10-Q,2014.0,Q2,CY2014Q2I
American Express,total_assets,2014-09-30,153862000000,10-Q,2014.0,Q3,CY2014Q3I
American Express,total_assets,2014-12-31,159103000000,10-K,2014.0,FY,
American Express,total_assets,2014-12-31,159103000000,10-Q,2015.0,Q1,
American Express,total_assets,2015-03-31,154684000000,10-Q,2015.0,Q1,
American Express,total_assets,2015-06-30,157152000000,10-Q,2015.0,Q2,
American Express,total_assets,2015-09-30,154216000000,10-Q,2015.0,Q3,
American Express,total_assets,2015-12-31,161184000000,10-K,2015.0,FY,
American Express,total_assets,2015-12-31,161184000000,10-Q,2016.0,Q1,
American Express,total_assets,2016-03-31,158816000000,10-Q,2016.0,Q1,CY2016Q1I
American Express,total_assets,2016-06-30,159642000000,10-Q,2016.0,Q2,
American Express,total_assets,2016-09-30,153377000000,10-Q,2016.0,Q3,
American Express,total_assets,2016-12-31,158893000000,10-K,2016.0,FY,
American Express,total_assets,2016-12-31,158893000000,10-Q,2017.0,Q1,
American Express,total_assets,2017-03-31,161385000000,10-Q,2017.0,Q1,
American Express,total_assets,2017-06-30,166997000000,10-Q,2017.0,Q2,
American Express,total_assets,2017-09-30,168577000000,10-Q,2017.0,Q3,
American Express,total_assets,2017-12-31,181159000000,10-K,2017.0,FY,
American Express,total_assets,2017-12-31,181196000000,10-Q,2018.0,Q1,
American Express,total_assets,2018-03-31,179956000000,10-Q,2018.0,Q1,
American Express,total_assets,2018-06-30,184861000000,10-Q,2018.0,Q2,
American Express,total_assets,2018-09-30,189092000000,10-Q,2018.0,Q3,
American Express,total_assets,2018-12-31,188602000000,10-K,2018.0,FY,
American Express,total_assets,2018-12-31,188602000000,10-Q,2019.0,Q1,
American Express,total_assets,2019-03-31,197193000000,10-Q,2019.0,Q1,
American Express,total_assets,2019-06-30,197603000000,10-Q,2019.0,Q2,
American Express,total_assets,2019-09-30,194184000000,10-Q,2019.0,Q3,
American Express,total_assets,2019-12-31,198321000000,10-K,2019.0,FY,
American Express,total_assets,2019-12-31,198321000000,10-Q,2020.0,Q1,
American Express,total_assets,2020-03-31,186060000000,10-Q,2020.0,Q1,
American Express,total_assets,2020-06-30,188608000000,10-Q,2020.0,Q2,
American Express,total_assets,2020-09-30,187259000000,10-Q,2020.0,Q3,
American Express,total_assets,2020-12-31,191367000000,10-K,2020.0,FY,
American Express,total_assets,2020-12-31,191367000000,10-Q,2021.0,Q1,
American Express,total_assets,2021-03-31,193067000000,10-Q,2021.0,Q1,
American Express,total_assets,2021-06-30,186973000000,10-Q,2021.0,Q2,
American Express,total_assets,2021-09-30,184261000000,10-Q,2021.0,Q3,
American Express,total_assets,2021-12-31,188548000000,10-K,2021.0,FY,
American Express,total_assets,2021-12-31,188548000000,10-Q,2022.0,Q1,
American Express,total_assets,2022-03-31,195862000000,10-Q,2022.0,Q1,
American Express,total_assets,2022-06-30,205298000000,10-Q,2022.0,Q2,
American Express,total_assets,2022-09-30,214915000000,10-Q,2022.0,Q3,
American Express,total_assets,2022-12-31,228354000000,10-K,2022.0,FY,
American Express,total_assets,2022-12-31,228354000000,10-Q,2023.0,Q1,
American Express,total_assets,2023-03-31,235842000000,10-Q,2023.0,Q1,
American Express,total_assets,2023-06-30,244904000000,10-Q,2023.0,Q2,
American Express,total_assets,2023-09-30,250587000000,10-Q,2023.0,Q3,
American Express,total_assets,2023-12-31,261108000000,10-K,2023.0,FY,
American Express,total_assets,2023-12-31,261108000000,10-Q,2024.0,Q1,
American Express,total_assets,2024-03-31,269261000000,10-Q,2024.0,Q1,
American Express,total_assets,2024-06-30,272219000000,10-Q,2024.0,Q2,
American Express,total_assets,2024-09-30,270979000000,10-Q,2024.0,Q3,
American Express,total_assets,2024-12-31,271461000000,10-K,2024.0,FY,
American Express,total_assets,2024-12-31,271461000000,10-Q,2025.0,Q1,
American Express,total_assets,2025-03-31,282244000000,10-Q,2025.0,Q1,
American Express,total_assets,2025-06-30,295556000000,10-Q,2025.0,Q2,CY2025Q2I
American Express,total_assets,2025-09-30,297550000000,10-Q,2025.0,Q3,CY2025Q3I
American Express,total_assets,2025-12-31,300052000000,10-K,2025.0,FY,
American Express,total_assets,2025-12-31,300052000000,10-Q,2026.0,Q1,CY2025Q4I
American Express,total_assets,2026-03-31,308894000000,10-Q,2026.0,Q1,CY2026Q1I
American Express,net_income,2007-12-31,4012000000,10-K,2009.0,FY,CY2007
American Express,net_income,2008-09-30,2459000000,10-Q,2009.0,Q3,
American Express,net_income,2008-12-31,2699000000,10-K,2009.0,FY,
American Express,net_income,2009-03-31,437000000,10-Q,2010.0,Q1,
American Express,net_income,2009-03-31,437000000,10-K,2010.0,FY,CY2009Q1
American Express,net_income,2009-06-30,774000000,10-Q,2010.0,Q2,
American Express,net_income,2009-06-30,337000000,10-K,2010.0,FY,CY2009Q2
American Express,net_income,2009-09-30,1414000000,10-Q,2009.0,Q3,
American Express,net_income,2009-09-30,640000000,10-K,2010.0,FY,CY2009Q3
American Express,net_income,2009-12-31,2130000000,10-K,2009.0,FY,
American Express,net_income,2010-03-31,885000000,10-Q,2010.0,Q1,
American Express,net_income,2010-03-31,885000000,10-K,2010.0,FY,
American Express,net_income,2010-06-30,1902000000,10-Q,2010.0,Q2,
American Express,net_income,2010-06-30,1017000000,10-K,2010.0,FY,
American Express,net_income,2010-09-30,2995000000,10-Q,2010.0,Q3,
American Express,net_income,2010-09-30,1093000000,10-K,2010.0,FY,
American Express,net_income,2010-12-31,4057000000,10-K,2010.0,FY,
American Express,net_income,2011-03-31,1177000000,10-Q,2011.0,Q1,
American Express,net_income,2011-03-31,1177000000,10-K,2011.0,FY,
American Express,net_income,2011-06-30,2508000000,10-Q,2011.0,Q2,
American Express,net_income,2011-06-30,1331000000,10-K,2011.0,FY,
American Express,net_income,2011-09-30,3743000000,10-Q,2011.0,Q3,
American Express,net_income,2011-09-30,1235000000,10-K,2011.0,FY,
American Express,net_income,2011-12-31,4935000000,10-K,2011.0,FY,
American Express,net_income,2012-03-31,1256000000,10-Q,2012.0,Q1,
American Express,net_income,2012-03-31,1256000000,10-K,2012.0,FY,
American Express,net_income,2012-06-30,2595000000,10-Q,2012.0,Q2,
American Express,net_income,2012-06-30,1339000000,10-K,2012.0,FY,
American Express,net_income,2012-09-30,3845000000,10-Q,2012.0,Q3,
American Express,net_income,2012-09-30,1250000000,10-K,2012.0,FY,
American Express,net_income,2012-12-31,4482000000,10-K,2012.0,FY,
American Express,net_income,2013-03-31,1280000000,10-K,2013.0,FY,
American Express,net_income,2013-03-31,1280000000,10-Q,2014.0,Q1,
American Express,net_income,2013-06-30,2685000000,10-Q,2013.0,Q2,
American Express,net_income,2013-06-30,1405000000,10-K,2013.0,FY,
American Express,net_income,2013-09-30,4051000000,10-Q,2013.0,Q3,
American Express,net_income,2013-09-30,1366000000,10-K,2013.0,FY,
American Express,net_income,2013-12-31,5359000000,10-K,2013.0,FY,
American Express,net_income,2014-03-31,1432000000,10-Q,2014.0,Q1,
American Express,net_income,2014-03-31,1432000000,10-K,2014.0,FY,
American Express,net_income,2014-06-30,2961000000,10-Q,2014.0,Q2,
American Express,net_income,2014-06-30,1529000000,10-K,2014.0,FY,
American Express,net_income,2014-09-30,4438000000,10-Q,2014.0,Q3,
American Express,net_income,2014-09-30,1477000000,10-K,2014.0,FY,
American Express,net_income,2014-12-31,5885000000,10-K,2014.0,FY,
American Express,net_income,2015-03-31,1525000000,10-Q,2015.0,Q1,
American Express,net_income,2015-03-31,1525000000,10-K,2015.0,FY,
American Express,net_income,2015-06-30,2998000000,10-Q,2015.0,Q2,
American Express,net_income,2015-06-30,1473000000,10-K,2015.0,FY,
American Express,net_income,2015-09-30,4264000000,10-Q,2015.0,Q3,
American Express,net_income,2015-09-30,1266000000,10-K,2015.0,FY,
American Express,net_income,2015-12-31,5163000000,10-K,2015.0,FY,
American Express,net_income,2016-03-31,1426000000,10-Q,2016.0,Q1,
American Express,net_income,2016-03-31,1426000000,10-K,2016.0,FY,
American Express,net_income,2016-06-30,3441000000,10-Q,2016.0,Q2,
American Express,net_income,2016-06-30,2015000000,10-K,2016.0,FY,
American Express,net_income,2016-09-30,4583000000,10-Q,2016.0,Q3,
American Express,net_income,2016-09-30,1142000000,10-K,2016.0,FY,
American Express,net_income,2016-12-31,5408000000,10-K,2016.0,FY,
American Express,net_income,2017-03-31,1237000000,10-Q,2017.0,Q1,
American Express,net_income,2017-03-31,1237000000,10-K,2017.0,FY,
American Express,net_income,2017-06-30,2577000000,10-Q,2017.0,Q2,
American Express,net_income,2017-06-30,1340000000,10-K,2017.0,FY,
American Express,net_income,2017-09-30,3933000000,10-Q,2017.0,Q3,
American Express,net_income,2017-09-30,1356000000,10-K,2017.0,FY,
American Express,net_income,2017-12-31,2736000000,10-K,2017.0,FY,
American Express,net_income,2018-03-31,1634000000,10-Q,2018.0,Q1,
American Express,net_income,2018-03-31,1634000000,10-K,2018.0,FY,
American Express,net_income,2018-06-30,3257000000,10-Q,2018.0,Q2,
American Express,net_income,2018-06-30,1623000000,10-K,2018.0,FY,
American Express,net_income,2018-09-30,4911000000,10-Q,2018.0,Q3,
American Express,net_income,2018-09-30,1654000000,10-K,2018.0,FY,
American Express,net_income,2018-12-31,6921000000,10-K,2018.0,FY,
American Express,net_income,2019-03-31,1550000000,10-Q,2019.0,Q1,
American Express,net_income,2019-03-31,1550000000,10-K,2019.0,FY,
American Express,net_income,2019-06-30,3311000000,10-Q,2019.0,Q2,
American Express,net_income,2019-06-30,1761000000,10-K,2019.0,FY,
American Express,net_income,2019-09-30,5066000000,10-Q,2019.0,Q3,
American Express,net_income,2019-09-30,1755000000,10-K,2019.0,FY,
American Express,net_income,2019-12-31,6759000000,10-K,2019.0,FY,
American Express,net_income,2020-03-31,367000000,10-Q,2020.0,Q1,
American Express,net_income,2020-03-31,367000000,10-K,2020.0,FY,
American Express,net_income,2020-06-30,624000000,10-Q,2020.0,Q2,
American Express,net_income,2020-06-30,257000000,10-K,2020.0,FY,
American Express,net_income,2020-09-30,1697000000,10-Q,2020.0,Q3,
American Express,net_income,2020-09-30,1073000000,10-K,2020.0,FY,
American Express,net_income,2020-12-31,3135000000,10-K,2020.0,FY,
American Express,net_income,2021-03-31,2235000000,10-Q,2021.0,Q1,
American Express,net_income,2021-06-30,4515000000,10-Q,2021.0,Q2,
American Express,net_income,2021-09-30,6341000000,10-Q,2021.0,Q3,
American Express,net_income,2021-12-31,8060000000,10-K,2021.0,FY,
American Express,net_income,2022-03-31,2099000000,10-Q,2022.0,Q1,
American Express,net_income,2022-06-30,4063000000,10-Q,2022.0,Q2,
American Express,net_income,2022-09-30,5942000000,10-Q,2022.0,Q3,
American Express,net_income,2022-12-31,7514000000,10-K,2022.0,FY,
American Express,net_income,2023-03-31,1816000000,10-Q,2023.0,Q1,
American Express,net_income,2023-06-30,3990000000,10-Q,2023.0,Q2,
American Express,net_income,2023-09-30,6441000000,10-Q,2023.0,Q3,
American Express,net_income,2023-12-31,8374000000,10-K,2023.0,FY,
American Express,net_income,2024-03-31,2437000000,10-Q,2024.0,Q1,
American Express,net_income,2024-06-30,5452000000,10-Q,2024.0,Q2,
American Express,net_income,2024-09-30,7959000000,10-Q,2024.0,Q3,
American Express,net_income,2024-12-31,10129000000,10-K,2024.0,FY,
American Express,net_income,2025-03-31,2584000000,10-Q,2025.0,Q1,
American Express,net_income,2025-06-30,5469000000,10-Q,2025.0,Q2,
American Express,net_income,2025-09-30,8371000000,10-Q,2025.0,Q3,
American Express,net_income,2025-12-31,10833000000,10-K,2025.0,FY,CY2025
American Express,net_income,2026-03-31,2971000000,10-Q,2026.0,Q1,CY2026Q1
American Express,total_revenue,2008-12-31,28365000000,10-K,2010.0,FY,CY2008
American Express,total_revenue,2009-12-31,24523000000,10-K,2010.0,FY,CY2009
American Express,total_revenue,2010-12-31,27819000000,10-K,2010.0,FY,CY2010
American Express,stockholders_equity,2006-12-31,10511000000,10-K,2009.0,FY,CY2006Q4I
American Express,stockholders_equity,2007-12-31,11029000000,10-K,2009.0,FY,
American Express,stockholders_equity,2008-12-31,11841000000,10-Q,2009.0,Q3,
American Express,stockholders_equity,2008-12-31,11841000000,10-K,2009.0,FY,
American Express,stockholders_equity,2009-09-30,13943000000,10-Q,2009.0,Q3,CY2009Q3I
American Express,stockholders_equity,2009-12-31,14406000000,10-K,2009.0,FY,
American Express,stockholders_equity,2009-12-31,14406000000,10-Q,2010.0,Q1,
American Express,stockholders_equity,2010-03-31,13425000000,10-Q,2010.0,Q1,CY2010Q1I
American Express,stockholders_equity,2010-06-30,14513000000,10-Q,2010.0,Q2,CY2010Q2I
American Express,stockholders_equity,2010-09-30,15920000000,10-Q,2010.0,Q3,CY2010Q3I
American Express,stockholders_equity,2010-12-31,16230000000,10-K,2010.0,FY,
American Express,stockholders_equity,2010-12-31,16230000000,10-Q,2011.0,Q1,
American Express,stockholders_equity,2011-03-31,17482000000,10-Q,2011.0,Q1,CY2011Q1I
American Express,stockholders_equity,2011-06-30,18205000000,10-Q,2011.0,Q2,CY2011Q2I
American Express,stockholders_equity,2011-09-30,18100000000,10-Q,2011.0,Q3,CY2011Q3I
American Express,stockholders_equity,2011-12-31,18794000000,10-K,2011.0,FY,
